--------------------------------------------------------
EVENT #1
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
--------------------------------------------------------
EVENT #21
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 3 14 17 39-40 43 46-47 50 53-64 68 | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 15 37 39-40 43 46-47 50 52-55 57 59-64 68 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | 2        | 21      | 0                 | 5-7               | 0            | 24293        | 0            | 1536.96      | 0            
4       | 2        | 21      | 0                 | 5-7               | 0            | -24809.5     | 0            | 2053.48      | 0            
5       | 25       | 22      | 0                 | 8                 | 139.726      | -0.846608    | 2.31007      | 1023.91      | 1005.58      
6       | 2        | 23      | 0                 | 9                 | 121.827      | 2.88578      | -0.820465    | 1094.82      | 0.33         
7       | 2        | 23      | 0                 | 48                | 17.957       | -5.09931     | -0.906579    | 1471.72      | 0.33         
8       | 25       | 44      | 0                 | 10                | 142.387      | -0.830911    | 2.21937      | 1024.21      | 1005.58      
9       | 2        | 44      | 0                 | 38-47             | 121.293      | 2.89111      | -0.556437    | 1095.81      | 0.33         
10      | 25       | 44      | 0                 | 11                | 140.038      | -0.845151    | 2.19956      | 1023.95      | 1005.58      
11      | 25       | 44      | 0                 | 12                | 142.104      | -0.836051    | 2.19003      | 1024.26      | 1005.58      
12      | 25       | 44      | 0                 | 13                | 143.507      | -0.830356    | 2.18523      | 1024.48      | 1005.58      
13      | 25       | 44      | 0                 | 24                | 142.92       | -0.833696    | 2.17676      | 1024.41      | 1005.58      
14      | -4       | 31      | 0                 | 15 53-54          | 0            | 22756.1      | 0            | 0.111328     | 3.76927e-08  
15      | -4       | 33      | 0                 | 16                | 2.59156      | -3.60625     | 0.540638     | 47.7792      | 1.5          
16      | -4       | 44      | 0                 | 18                | 2.2668       | -3.47948     | 0.492891     | 36.836       | 1.5          
17      | 4        | 43      | 0                 | 19                | 0.814985     | -2.06882     | 0.859842     | 3.60396      | 1.5          
18      | -4       | 44      | 0                 | 20                | 2.05812      | -3.42202     | 0.519031     | 31.5906      | 1.5          
19      | 4        | 44      | 0                 | 21                | 0.540032     | -2.30021     | 2.31773      | 3.1069       | 1.5          
20      | -4       | 44      | 0                 | 22                | 2.07662      | -3.43904     | 0.324691     | 32.4185      | 1.5          
21      | 4        | 44      | 0                 | 23                | 0.504802     | -2.39711     | 2.33779      | 3.17401      | 1.5          
22      | -4       | 52      | 0                 | 25                | 1.70162      | -3.45533     | 0.372876     | 27.0128      | 1.5          
23      | 4        | 52      | 0                 | 26                | 0.475259     | -2.40218     | 2.31777      | 3.04218      | 1.5          
24      | 25       | 62      | 0                 | 27-28             | 142.37       | -0.836294    | 2.17582      | 1024.34      | 1005.58      
25      | -4       | 62      | 0                 | 37                | 2.09139      | -3.24755     | 0.00251159   | 26.9853      | 1.5          
26      | 4        | 62      | 0                 | 51                | 0.350903     | -2.69106     | 2.50605      | 3.00109      | 1.5          
27      | 4900001  | 22      | 0                 | 29-30             | 557.028      | 0.00172328   | 2.71694      | 560.461      | 61.9328      
28      | -4900001 | 22      | 0                 | 31-32             | 441.136      | -0.300131    | -0.257641    | 463.876      | 50.1773      
29      | 4900022  | 22      | 0                 | 33-34             | 510.191      | -0.00426146  | 2.68343      | 510.196      | 0.513509     
30      | 4900004  | 1       | 0                 |                   | 50.1272      | 0.062482     | 3.0649       | 50.2649      | 2            
31      | 4900022  | 22      | 0                 | 35-36             | 135.691      | -0.358529    | -0.361969    | 145.873      | 19.9318      
32      | -4900004 | 1       | 0                 |                   | 306.509      | -0.272928    | -0.211522    | 318.002      | 2            
33      | 211      | 1       | 0                 |                   | 217.021      | -0.00332409  | 2.6837       | 217.022      | 0.13957      
34      | -211     | 1       | 0                 |                   | 293.17       | -0.00495536  | 2.68322      | 293.174      | 0.13957      
35      | 13       | 1       | 0                 |                   | 36.8536      | -0.255127    | -0.142649    | 38.0597      | 0.10566      
36      | -13      | 1       | 0                 |                   | 100.042      | -0.391674    | -0.442203    | 107.814      | 0.10566      
37      | -4       | 73      | 0                 | 49                | 2.89081      | -3.24578     | 0.159181     | 37.2258      | 1.90852      
38      | 21       | 71      | 0                 | 39-40             | 27.0422      | 2.60891      | -0.451434    | 184.668      | -2.6974e-06  
39      | 323      | 2       | 0                 | 65                | 1.42846      | 2.20215      | -1.69286     | 6.61674      | 1.01278      
40      | -323     | 2       | 0                 |                   | 2.71914      | 2.06578      | -1.41949     | 10.9362      | 0.872914     
41      | 2        | 71      | 0                 | 46-47             | 36.5838      | 3.44227      | -0.634529    | 572.349      | 0.33         
42      | 21       | 71      | 0                 | 46-47             | 6.60096      | 3.31121      | -0.630514    | 90.6142      | -9.53674e-07 
43      | 21       | 71      | 0                 | 46-47             | 5.13276      | 2.0603       | -0.429816    | 20.4711      | 0.308643     
44      | 21       | 71      | 0                 | 46-47             | 8.02617      | 2.56183      | -0.595909    | 52.3171      | 1.3487e-06   
45      | -2       | 71      | 0                 | 46-47             | 23.1837      | 2.52061      | -0.668455    | 145.09       | 0.33         
46      | 2212     | 1       | 0                 |                   | 10.9136      | 3.48173      | -0.578472    | 177.603      | 0.93827      
47      | 2212     | 1       | 0                 |                   | 0.502172     | 3.48868      | 0.217998     | 8.28218      | 0.93827      
48      | 2        | 71      | 0                 | 50                | 28.7387      | -4.6237      | -0.504995    | 1463.95      | 0.33         
49      | -4       | 71      | 0                 | 50                | 2.89081      | -3.24578     | 0.159181     | 37.2258      | 1.90852      
50      | -431     | 2       | 0                 | 69-70             | 2.99427      | -3.40773     | 0.368146     | 45.3008      | 1.96849      
51      | 4        | 71      | 0                 | 53-54             | 0.350903     | -2.69106     | 2.50605      | 3.00109      | 1.5          
52      | 21       | 71      | 0                 | 53-54             | 7.37169      | -2.48794     | 3.08783      | 44.6707      | -4.76837e-07 
53      | 431      | 2       | 0                 | 71-73             | 0.831499     | -2.57586     | 1.56269      | 5.83759      | 1.96849      
54      | -323     | 2       | 0                 | 66                | 3.63466      | -1.83004     | -2.48493     | 11.6626      | 0.983979     
